Review_ID,Product_ID,Review_Text,Star_Rating
139,PROD_968, &nbsp; 5 stars!! best purchase i made this year &nbsp; ,1
140,PROD_788,"Poor quality, feels very cheap. Not worth it at all&amp;",3
141,PROD_195, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,5
142,PROD_624,"<br>I love this so much, exceeded my expectations completely<br>",1
143,PROD_372, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,1
144,PROD_828,Do not buy this!! total waste of time and money  ,5
145,PROD_276,"Not bad not great, somewhere in the middle i think",4
146,PROD_175,"   Really good product, will definitely recommend to friends   ",1
147,PROD_834," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",4
148,PROD_243,"Worst product i have ever bought, avoid at all costs&amp;",5
149,PROD_124,"  
  Love the design and it works exactly as described  
  ",4
150,PROD_664,"Not recommended at all, save your money for something better  ",1
151,PROD_141,   This product is absolutely amazing! Loved every bit of it 😍   ,2
152,PROD_733,"<br>Great quality, fast shipping. Will buy again!!<br>",5
153,PROD_334,"Very disappointed, product looks nothing like the pictures<p>",3
154,PROD_108,"  
  5 stars!! best purchase i made this year  
  ",2
155,PROD_352,"Not bad not great, somewhere in the middle i think",5
156,PROD_894,   Super fast delivery and product quality is top notch!!   ,2
157,PROD_264,"   I love this so much, exceeded my expectations completely   ",3
158,PROD_932,"Horrible experience, packaging was damaged and product broken<p>",4
159,PROD_316,<br>Best product in this price range hands down 👍👍<br>,5
160,PROD_351,"Very bad quality, plastic feels cheap will break easily</p>",3
161,PROD_266,"Disappointed with the product, not as described at all</p>",3
162,PROD_138,"<br>Outstanding quality, arrived on time and works perfectly<br>",3
163,PROD_319," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",2
164,PROD_928,Terrible!! arrived late and was completely broken  ,1
165,PROD_447,"Not recommended at all, save your money for something better&amp;",1
166,PROD_508,   This product is absolutely amazing! Loved every bit of it 😍   ,1
167,PROD_157," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",4
168,PROD_272,"Pretty average, does what it says in the description",5
169,PROD_985,"  
  5 stars!! best purchase i made this year  
  ",5
170,PROD_328,Meets basic requirements but quality could be better,4
171,PROD_540,Arrived broken and customer support was useless 😤  ,2
172,PROD_625,"   I love this so much, exceeded my expectations completely   ",1
173,PROD_358,"Horrible experience, packaging was damaged and product broken</p>",1
174,PROD_429,"Decent product, shipping was slow though",4
175,PROD_107,   Packaging was great and product works flawlessly   ,2
176,PROD_747," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",2
177,PROD_831,"  
  Outstanding quality, arrived on time and works perfectly  
  ",5
178,PROD_803,"Pretty average, does what it says in the description",3
179,PROD_300,Terrible!! arrived late and was completely broken<p>,1
180,PROD_831,   10/10 would buy again. customer service was also helpful   ,5
181,PROD_352,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2
182,PROD_914,"   Great quality, fast shipping. Will buy again!!   ",1
183,PROD_897,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",2
184,PROD_218,Waste of money!! stopped working after one week<p>,1
185,PROD_323,"Poor quality, feels very cheap. Not worth it at all</p>",1
186,PROD_162, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,1
187,PROD_894,"Okay product, will see how long it lasts",1
188,PROD_709,"Pretty average, does what it says in the description",1
189,PROD_504,   Best product in this price range hands down 👍👍   ,4
190,PROD_962,Meets basic requirements but quality could be better,5
191,PROD_536,"Product is okay, nothing special but does the job",5
192,PROD_557,"Stopped working after 3 days, very poor build quality</p>",3
193,PROD_556," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",1
194,PROD_816,"Decent product, shipping was slow though",4
195,PROD_587,   10/10 would buy again. customer service was also helpful   ,2
196,PROD_650,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",2
197,PROD_217," &nbsp; Great quality, fast shipping. Will buy again!! &nbsp; ",3
198,PROD_153,"Very disappointed, product looks nothing like the pictures  ",4
199,PROD_862,Waste of money!! stopped working after one week</p>,1
200,PROD_402,"Poor quality, feels very cheap. Not worth it at all&amp;",5
201,PROD_174,Arrived broken and customer support was useless 😤</p>,3
202,PROD_803,"Average quality for the price, expected a bit more",4
203,PROD_405,"Its fine i guess, works as expected nothing more",2
204,PROD_958,Do not buy this!! total waste of time and money&amp;,3
205,PROD_407,"Not bad not great, somewhere in the middle i think",1
206,PROD_434,"Disappointed with the product, not as described at all  ",4
207,PROD_662," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",1
208,PROD_237,"Pretty average, does what it says in the description",1
209,PROD_951,"  
  Love the design and it works exactly as described  
  ",5
210,PROD_152,Meets basic requirements but quality could be better,2
211,PROD_142,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,3
212,PROD_762,"   Great quality, fast shipping. Will buy again!!   ",3
213,PROD_459,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",4
214,PROD_963,<br>5 stars!! best purchase i made this year<br>,3
215,PROD_160,"Poor quality, feels very cheap. Not worth it at all  ",2
216,PROD_104,   Super fast delivery and product quality is top notch!!   ,2
217,PROD_633,"   I love this so much, exceeded my expectations completely   ",5
218,PROD_332,"Horrible experience, packaging was damaged and product broken<p>",4
219,PROD_177, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,2
220,PROD_893,"Very bad quality, plastic feels cheap will break easily<p>",1
221,PROD_338," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",3
222,PROD_672,"Average quality for the price, expected a bit more",1
223,PROD_107,"   Totally worth the price, very satisfied customer here   ",1
224,PROD_818,Terrible!! arrived late and was completely broken  ,2
225,PROD_315,"Not recommended at all, save your money for something better</p>",2
226,PROD_798,Terrible product!! broke after 2 days of use 😡</p>,3
227,PROD_849,<b>Worst purchase ever</b> do not buy this garbage&amp;,3
228,PROD_373,"Very disappointed, product looks nothing like the pictures<p>",2
229,PROD_114,<br>5 stars!! best purchase i made this year<br>,1
230,PROD_813,"Poor quality, feels very cheap. Not worth it at all  ",1
231,PROD_185,"Product is okay, nothing special but does the job",2
232,PROD_244,"Complete scam, returned it immediately. 0 stars<p>",5
233,PROD_493,"Horrible experience, packaging was damaged and product broken  ",3
234,PROD_210,Do not buy this!! total waste of time and money</p>,4
235,PROD_722,"Very bad quality, plastic feels cheap will break easily</p>",1
236,PROD_524,"Disappointed with the product, not as described at all</p>",5
237,PROD_419," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",2
238,PROD_976,"<br>Totally worth the price, very satisfied customer here<br>",5
239,PROD_536,"Neither good nor bad, just an okay product overall",5
240,PROD_723,<br>10/10 would buy again. customer service was also helpful<br>,4
241,PROD_545,"Product is okay, nothing special but does the job",1
242,PROD_642,"<br>Great quality, fast shipping. Will buy again!!<br>",5
243,PROD_322,"Its fine i guess, works as expected nothing more",2
244,PROD_103,Waste of money!! stopped working after one week&amp;,1
245,PROD_673," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",1
246,PROD_491,Arrived broken and customer support was useless 😤&amp;,2
247,PROD_744,"  
  I love this so much, exceeded my expectations completely  
  ",2
248,PROD_823,<br>Amazing value for money. Really impressed with the build quality<br>,1
249,PROD_658,Do not buy this!! total waste of time and money  ,1
250,PROD_649,"Very bad quality, plastic feels cheap will break easily  ",5
251,PROD_967,"Disappointed with the product, not as described at all&amp;",5
252,PROD_789,"Stopped working after 3 days, very poor build quality<p>",2
253,PROD_271,"Worst product i have ever bought, avoid at all costs</p>",2
254,PROD_695, &nbsp; Love the design and it works exactly as described &nbsp; ,1
255,PROD_884,   10/10 would buy again. customer service was also helpful   ,1
256,PROD_649,Terrible product!! broke after 2 days of use 😡  ,3
257,PROD_680,"   Great quality, fast shipping. Will buy again!!   ",4
258,PROD_433,"Pretty average, does what it says in the description",5
259,PROD_687,Waste of money!! stopped working after one week<p>,3
260,PROD_419,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",4
261,PROD_939,"Product is okay, nothing special but does the job",3
262,PROD_927,"Complete scam, returned it immediately. 0 stars</p>",3
263,PROD_950,   Amazing value for money. Really impressed with the build quality   ,3
264,PROD_231,Do not buy this!! total waste of time and money</p>,1
265,PROD_188,"Not bad not great, somewhere in the middle i think",2
266,PROD_394,It works but nothing to write home about really,3
267,PROD_122,"Stopped working after 3 days, very poor build quality<p>",1
268,PROD_602,"   Totally worth the price, very satisfied customer here   ",2
269,PROD_203,Terrible!! arrived late and was completely broken  ,3
270,PROD_745,"Not recommended at all, save your money for something better</p>",3
271,PROD_653,Terrible product!! broke after 2 days of use 😡  ,4
272,PROD_388,<b>Worst purchase ever</b> do not buy this garbage<p>,4
273,PROD_519,"Very disappointed, product looks nothing like the pictures&amp;",5
274,PROD_510,   5 stars!! best purchase i made this year   ,1
275,PROD_933," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",2
276,PROD_964, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,5
277,PROD_976,"  
  I love this so much, exceeded my expectations completely  
  ",4
278,PROD_747,   Amazing value for money. Really impressed with the build quality   ,5
279,PROD_943,"  
  Best product in this price range hands down 👍👍  
  ",5
280,PROD_726,"Very bad quality, plastic feels cheap will break easily&amp;",3
281,PROD_910,"Disappointed with the product, not as described at all</p>",3
282,PROD_353,"<br>Outstanding quality, arrived on time and works perfectly<br>",2
283,PROD_811," &nbsp; Totally worth the price, very satisfied customer here &nbsp; ",2
284,PROD_495,"Decent product, shipping was slow though",2
285,PROD_309,"Not recommended at all, save your money for something better</p>",1
286,PROD_927,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",3
287,PROD_455,"Okay product, will see how long it lasts",4
288,PROD_939,"Very disappointed, product looks nothing like the pictures<p>",2
289,PROD_477,Waste of money!! stopped working after one week&amp;,1
290,PROD_561,"   Works perfectly fine, very happy with this purchase &amp;   ",1
291,PROD_506,"Product is okay, nothing special but does the job",1
292,PROD_445,"   I love this so much, exceeded my expectations completely   ",4
293,PROD_100,   Amazing value for money. Really impressed with the build quality   ,3
294,PROD_530,Do not buy this!! total waste of time and money<p>,1
295,PROD_535,"Very bad quality, plastic feels cheap will break easily</p>",1
296,PROD_902,"   Really good product, will definitely recommend to friends   ",4
297,PROD_905,"Stopped working after 3 days, very poor build quality&amp;",2
298,PROD_517,"<br>Totally worth the price, very satisfied customer here<br>",3
299,PROD_975,<br>Love the design and it works exactly as described<br>,3
300,PROD_124,"  
  10/10 would buy again. customer service was also helpful  
  ",4
301,PROD_260,"  
  This product is absolutely amazing! Loved every bit of it 😍  
  ",1
302,PROD_761,<b>Worst purchase ever</b> do not buy this garbage&amp;,2
303,PROD_148,   <p>Excellent product</p> highly recommended to everyone   ,1
304,PROD_788,"Decent product, shipping was slow though",4
305,PROD_162,"  
  Works perfectly fine, very happy with this purchase &amp;  
  ",5
306,PROD_868,<br>Super fast delivery and product quality is top notch!!<br>,5
307,PROD_990,"<br>I love this so much, exceeded my expectations completely<br>",3
308,PROD_384, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,1
309,PROD_243, &nbsp; Best product in this price range hands down 👍👍 &nbsp; ,3
310,PROD_470, &nbsp; Packaging was great and product works flawlessly &nbsp; ,2
311,PROD_212,"Disappointed with the product, not as described at all  ",2
312,PROD_930,"<br>Outstanding quality, arrived on time and works perfectly<br>",4
313,PROD_154,"   Totally worth the price, very satisfied customer here   ",3
314,PROD_977, &nbsp; Love the design and it works exactly as described &nbsp; ,2
315,PROD_154,<br>10/10 would buy again. customer service was also helpful<br>,4
316,PROD_490,It works but nothing to write home about really,5
317,PROD_858,"   Great quality, fast shipping. Will buy again!!   ",3
318,PROD_866,<br><p>Excellent product</p> highly recommended to everyone<br>,5
319,PROD_338,Waste of money!! stopped working after one week<p>,5
320,PROD_703,"   Works perfectly fine, very happy with this purchase &amp;   ",2
321,PROD_187,"Product is okay, nothing special but does the job",3
322,PROD_599,"Average quality for the price, expected a bit more",5
323,PROD_834, &nbsp; Amazing value for money. Really impressed with the build quality &nbsp; ,2
324,PROD_772,<br>Best product in this price range hands down 👍👍<br>,5
325,PROD_647,   Packaging was great and product works flawlessly   ,5
326,PROD_996," &nbsp; Really good product, will definitely recommend to friends &nbsp; ",5
327,PROD_485," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",3
328,PROD_631,"Worst product i have ever bought, avoid at all costs  ",5
329,PROD_833,"  
  Love the design and it works exactly as described  
  ",1
330,PROD_966,"  
  10/10 would buy again. customer service was also helpful  
  ",4
331,PROD_463,"Product is okay, nothing special but does the job",1
332,PROD_731,"Average quality for the price, expected a bit more",3
333,PROD_227,"Its fine i guess, works as expected nothing more",1
334,PROD_625,   5 stars!! best purchase i made this year   ,1
335,PROD_380,"Poor quality, feels very cheap. Not worth it at all<p>",1
336,PROD_593,<br>Super fast delivery and product quality is top notch!!<br>,4
337,PROD_208,"   I love this so much, exceeded my expectations completely   ",2
338,PROD_937,<br>Amazing value for money. Really impressed with the build quality<br>,2
339,PROD_455,Do not buy this!! total waste of time and money</p>,1
340,PROD_776,   Packaging was great and product works flawlessly   ,1
341,PROD_698,"  
  Really good product, will definitely recommend to friends  
  ",5
342,PROD_126,"   Outstanding quality, arrived on time and works perfectly   ",1
343,PROD_267,"<br>Totally worth the price, very satisfied customer here<br>",2
344,PROD_920,Terrible!! arrived late and was completely broken<p>,2
345,PROD_575,"Not bad not great, somewhere in the middle i think",2
346,PROD_921, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3
347,PROD_391,"   Great quality, fast shipping. Will buy again!!   ",3
348,PROD_878,   <p>Excellent product</p> highly recommended to everyone   ,3
349,PROD_286,   5 stars!! best purchase i made this year   ,3
350,PROD_154,Meets basic requirements but quality could be better,5
351,PROD_647, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,4
352,PROD_590,"  
  I love this so much, exceeded my expectations completely  
  ",1
353,PROD_581,   Amazing value for money. Really impressed with the build quality   ,1
354,PROD_172,Do not buy this!! total waste of time and money<p>,1
355,PROD_316,   Packaging was great and product works flawlessly   ,5
356,PROD_124,"Disappointed with the product, not as described at all</p>",3
357,PROD_328,"Okay product, will see how long it lasts",4
358,PROD_201,"Worst product i have ever bought, avoid at all costs</p>",2
359,PROD_143,   Love the design and it works exactly as described   ,3
360,PROD_116,Meets basic requirements but quality could be better,2
361,PROD_914,Terrible product!! broke after 2 days of use 😡<p>,4
362,PROD_438,<b>Worst purchase ever</b> do not buy this garbage  ,5
363,PROD_473,"Very disappointed, product looks nothing like the pictures<p>",1
364,PROD_367,"Decent product, shipping was slow though",3
365,PROD_976,"Not bad not great, somewhere in the middle i think",2
366,PROD_115, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,1
367,PROD_185,"   I love this so much, exceeded my expectations completely   ",2
368,PROD_728,<br>Amazing value for money. Really impressed with the build quality<br>,1
369,PROD_597,"  
  Best product in this price range hands down 👍👍  
  ",3
370,PROD_693,Meets basic requirements but quality could be better,4
371,PROD_501,"Product is okay, nothing special but does the job",3
372,PROD_372,"Average quality for the price, expected a bit more",3
373,PROD_197,"Worst product i have ever bought, avoid at all costs<p>",3
374,PROD_282,Terrible!! arrived late and was completely broken  ,4
375,PROD_596,"Not recommended at all, save your money for something better  ",4
376,PROD_496,Terrible product!! broke after 2 days of use 😡<p>,2
377,PROD_525,<b>Worst purchase ever</b> do not buy this garbage<p>,4
378,PROD_838,<br><p>Excellent product</p> highly recommended to everyone<br>,2
379,PROD_350,"Neither good nor bad, just an okay product overall",5
380,PROD_707,"Poor quality, feels very cheap. Not worth it at all  ",3
381,PROD_128, &nbsp; Super fast delivery and product quality is top notch!! &nbsp; ,1
382,PROD_847,"   I love this so much, exceeded my expectations completely   ",1
383,PROD_338,"Horrible experience, packaging was damaged and product broken  ",1
384,PROD_458,Do not buy this!! total waste of time and money<p>,4
385,PROD_788,"Very bad quality, plastic feels cheap will break easily</p>",3
386,PROD_769,"  
  Really good product, will definitely recommend to friends  
  ",2
387,PROD_392," &nbsp; Outstanding quality, arrived on time and works perfectly &nbsp; ",1
388,PROD_684,"   Totally worth the price, very satisfied customer here   ",1
389,PROD_239,"  
  Love the design and it works exactly as described  
  ",3
390,PROD_160,Meets basic requirements but quality could be better,5
391,PROD_906, &nbsp; This product is absolutely amazing! Loved every bit of it 😍 &nbsp; ,3
392,PROD_325,"Average quality for the price, expected a bit more",1
393,PROD_670,"Very disappointed, product looks nothing like the pictures  ",4
394,PROD_409,"Decent product, shipping was slow though",5
395,PROD_465,"Not bad not great, somewhere in the middle i think",2
396,PROD_317,   Super fast delivery and product quality is top notch!!   ,1
397,PROD_987,"<br>I love this so much, exceeded my expectations completely<br>",5
398,PROD_826,<br>Amazing value for money. Really impressed with the build quality<br>,1
399,PROD_989,Do not buy this!! total waste of time and money  ,1
400,PROD_518, &nbsp; Packaging was great and product works flawlessly &nbsp; ,2
401,PROD_315,"   Really good product, will definitely recommend to friends   ",3
402,PROD_880,"Average quality for the price, expected a bit more",5
403,PROD_679,"Worst product i have ever bought, avoid at all costs<p>",5
404,PROD_422,   Love the design and it works exactly as described   ,3
405,PROD_294,   10/10 would buy again. customer service was also helpful   ,1
406,PROD_269,It works but nothing to write home about really,1
407,PROD_360,"   Great quality, fast shipping. Will buy again!!   ",3
408,PROD_223,"  
  <p>Excellent product</p> highly recommended to everyone  
  ",3
409,PROD_553,Waste of money!! stopped working after one week</p>,5
410,PROD_895,"   Works perfectly fine, very happy with this purchase &amp;   ",5
411,PROD_213,"Product is okay, nothing special but does the job",5
412,PROD_214,"   I love this so much, exceeded my expectations completely   ",2
413,PROD_965,"Horrible experience, packaging was damaged and product broken  ",3
414,PROD_388,"Decent product, shipping was slow though",3
415,PROD_191,"Not bad not great, somewhere in the middle i think",1
416,PROD_780,"  
  Really good product, will definitely recommend to friends  
  ",5
417,PROD_444,"Okay product, will see how long it lasts",5
418,PROD_766,"Worst product i have ever bought, avoid at all costs&amp;",4
419,PROD_656,<br>Love the design and it works exactly as described<br>,2
420,PROD_634,<br>10/10 would buy again. customer service was also helpful<br>,2
421,PROD_536,<br>This product is absolutely amazing! Loved every bit of it 😍<br>,2
422,PROD_817,"Average quality for the price, expected a bit more",5
423,PROD_323,"Very disappointed, product looks nothing like the pictures&amp;",5
424,PROD_332,Waste of money!! stopped working after one week<p>,1
425,PROD_799," &nbsp; Works perfectly fine, very happy with this purchase &amp; &nbsp; ",5
426,PROD_566,Arrived broken and customer support was useless 😤</p>,2
427,PROD_930," &nbsp; I love this so much, exceeded my expectations completely &nbsp; ",4
428,PROD_136,"Horrible experience, packaging was damaged and product broken</p>",5
429,PROD_963,Do not buy this!! total waste of time and money  ,4
430,PROD_291,<br>Packaging was great and product works flawlessly<br>,1
431,PROD_985,"Disappointed with the product, not as described at all<p>",1
